params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split0_f1_score,split1_f1_score,split2_f1_score,split3_f1_score,split4_f1_score,mean_test_score,std_test_score,mean_f1_score,std_f1_score,rank_test_score
"N=6, G=20, K=3",0.9249999523162842,0.9399999976158142,0.9599999785423279,0.9699999690055847,0.9549999833106995,0.9261802336876578,0.9391720721783229,0.96,0.9697335203366059,0.9549052522280869,0.9499999761581421,0.01581139207057737,0.9499982156861346,0.015479655012070203,33.0
"N=9, G=50, K=5",0.9099999666213989,0.9350000023841858,0.9649999737739563,0.9749999642372131,0.9649999737739563,0.9119947592531935,0.9345745454545454,0.964770909090909,0.9748363636363636,0.964770909090909,0.9499999761581421,0.024083185989654605,0.9501894973051842,0.023389604081449206,33.0
"N=2, G=50, K=5",0.9249999523162842,0.9399999976158142,0.9699999690055847,0.9599999785423279,0.9549999833106995,0.9261802336876578,0.9397427876259994,0.97,0.9596446937821412,0.9549052522280869,0.9499999761581421,0.01581139207057737,0.9500945934647769,0.01542484068517063,33.0
"N=4, G=3, K=3",0.949999988079071,0.9249999523162842,0.9599999785423279,0.9449999928474426,0.9699999690055847,0.9505554932106385,0.924509090909091,0.9598285250839996,0.9448841971676617,0.9698713938129996,0.9499999761581421,0.015165756075991445,0.9499297400368782,0.015282107005864435,33.0
"N=6, G=5, K=5",0.9350000023841858,0.9300000071525574,0.9649999737739563,0.949999988079071,0.9649999737739563,0.9358266946191475,0.9282750330568578,0.9650710832689723,0.95,0.9649263072885119,0.9489999890327454,0.014628724887275282,0.948819823646698,0.014938707394861438,37.0
"N=8, G=5, K=3",0.9449999928474426,0.9350000023841858,0.9599999785423279,0.9549999833106995,0.949999988079071,0.945518853313058,0.9342655043878958,0.96,0.9547054545454546,0.9495558672276765,0.9489999890327454,0.00860231706322596,0.948809135894817,0.00875103191184836,37.0
"N=5, G=20, K=5",0.9449999928474426,0.9549999833106995,0.9599999785423279,0.9449999928474426,0.9399999976158142,0.9456995108315863,0.954491503037774,0.96,0.9448841971676617,0.9397427876259994,0.9489999890327454,0.007348462220303166,0.9489635997326044,0.007275699600167638,37.0
"N=5, G=20, K=3",0.9249999523162842,0.9350000023841858,0.9699999690055847,0.9549999833106995,0.9599999785423279,0.9259538784067085,0.9342655043878958,0.9698713938129996,0.9549052522280869,0.9598285250839996,0.9489999771118164,0.016552946855207876,0.948964910783938,0.016346051292223003,40.0
"N=2, G=10, K=3",0.9399999976158142,0.9249999523162842,0.9599999785423279,0.9649999737739563,0.9549999833106995,0.940855614973262,0.9248420870468115,0.9601595441595441,0.9646045023627132,0.9549052522280869,0.9489999771118164,0.014628744444831886,0.9490734001540835,0.014510801159953594,40.0
"N=4, G=50, K=5",0.9350000023841858,0.9399999976158142,0.9649999737739563,0.949999988079071,0.949999988079071,0.936202210645277,0.9391720721783229,0.9649263072885119,0.9493100601486024,0.9495558672276765,0.9479999899864197,0.010295620322308963,0.9478333034976781,0.010075892650400466,42.0
"N=9, G=50, K=3",0.9099999666213989,0.9449999928474426,0.9749999642372131,0.949999988079071,0.9599999785423279,0.9117802197802197,0.94464,0.9748363636363636,0.9495558672276765,0.9596446937821412,0.9479999780654907,0.021587033542528857,0.9480914288852802,0.020886983086587704,43.0
"N=8, G=20, K=5",0.949999988079071,0.9249999523162842,0.9399999976158142,0.9599999785423279,0.9649999737739563,0.9505554932106385,0.9241525050629568,0.9404613297150611,0.9598285250839996,0.9649263072885119,0.9479999780654907,0.01435270550973392,0.9479848320722336,0.014549761810728853,43.0
"N=5, G=10, K=3",0.9249999523162842,0.9300000071525574,0.9649999737739563,0.9549999833106995,0.9649999737739563,0.9263871661291657,0.9296999188969991,0.9650710832689723,0.9549052522280869,0.9650710832689723,0.9479999780654907,0.017204650062929247,0.9482269007584392,0.016924989883717274,43.0
"N=7, G=20, K=3",0.9399999976158142,0.9350000023841858,0.9599999785423279,0.9549999833106995,0.9449999928474426,0.940855614973262,0.9345745454545454,0.9601595441595441,0.9549052522280869,0.94464,0.946999990940094,0.009273609651483924,0.9470269913630878,0.009309972724194374,46.0
"N=5, G=10, K=5",0.9300000071525574,0.9399999976158142,0.9549999833106995,0.949999988079071,0.9599999785423279,0.9307776904948939,0.9394670406732117,0.9552643378075427,0.9501994301994301,0.96,0.946999990940094,0.010770319342882277,0.9471416998350157,0.010652173869032453,46.0
"N=8, G=50, K=3",0.9300000071525574,0.9449999928474426,0.9749999642372131,0.949999988079071,0.9350000023841858,0.9305382180009046,0.94464,0.9749473623489371,0.9495558672276765,0.9348631421072366,0.946999990940094,0.015684372183560936,0.946908917936951,0.015565405397432619,46.0
"N=4, G=5, K=3",0.9449999928474426,0.9300000071525574,0.9649999737739563,0.9399999976158142,0.9549999833106995,0.9456995108315863,0.9296999188969991,0.9650710832689723,0.9394670406732117,0.9549052522280869,0.946999990940094,0.012083034450303964,0.9469685611797711,0.012221142956150476,46.0
